"entityId","entityIdLoweredCased","entityType","title","publisher","publisherId","builtFor","iconBackgroundColor","actionString","ctaTypes","primaryProduct","products","trials","pricingModel","ratings","appCompliance","showcaseLink","leadgenEnabled","filtermatch","detailInformation","detailLoadFailed","startingPrice","awards","universalAmendmentUrl","CertificationState","CertificationLink","tags","locale","AverageRating","NumberOfRatings","planPricingType","linkedAddIns","linkedSaaS","hideFromAdminPortal","offerType","popularity","ratingSummary","ratingSummaries","licenseManagement","bigId","downloadLink","downloadSampleLink","hasPrices","industriesDetails","categoriesDetails","productType","badges","category_mask_4","isCloudIndustry","iconURL","shortDescription","handoffURL","licenseTermsUrl","isSolutionMap"
"yavdaanalyticspvtltd1628223732998.piechartwithlegendlabelpro","yavdaanalyticspvtltd1628223732998.piechartwithlegendlabelpro","1","Advanced Donut and Pie Chart (Pro)","PBIVizEdit.com","yavdaanalyticspvtltd1628223732998","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"5","1","3","System.Object[]",,"False","11","0.879","@{TotalRatings=1; AverageRating=5; StarsDistribution=; Source=AppSource; OfferId=yavdaanalyticspvtltd1628223732998.piechartwithlegendlabelpro; CreatedAt=1/25/2023 1:46:18 AM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0K6CQ","https://customvisualspackages.powerbi.com/publishedpackages/piechartwithcustomlabels79D5B41810001E15B7E461C3180E9F4A.5.1.1.1.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/piechartwithcustomlabels79D5B41810001E15B7E461C3180E9F4A.5.1.1.1.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","67108864","False","https://store-images.s-microsoft.com/image/apps.26039.994ab82e-80c0-41c0-b147-ee00cb6a81e2.1e1ae86d-40ca-4642-be90-548edcd3ab48.67c7feb1-89ea-4736-a11b-ae44620a3b39","Visualize the dominating or underperforming categories of the total",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"rykkjecorporateinsightas1667045292071.rycoinsight-incomestatementtable","rykkjecorporateinsightas1667045292071.rycoinsight-incomestatementtable","1","Income Statement Table","RYCO Insight AS","rykkjecorporateinsightas1667045292071","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,"System.Object[]",,"0","0","3","System.Object[]",,"False","11","0.879","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=rykkjecorporateinsightas1667045292071.rycoinsight-incomestatementtable; CreatedAt=3/20/2025 5:39:24 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0H6KB","https://customvisualspackages.powerbi.com/publishedpackages/easytableFAE42049DA2544A0BCE8ECFEB0EC735C.1.0.1.8.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/easytableFAE42049DA2544A0BCE8ECFEB0EC735C.1.0.1.8.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33619968","False","https://store-images.s-microsoft.com/image/apps.7361.62a6cccb-80b0-48ff-aefa-54bcab58fce4.872f70df-7d7d-454b-81a1-e24e825c71b2.55d6caab-1d3b-479a-addb-105d35976b41","Simplify income statement visualization with built-in margin calculations",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"engagypsa1704718425965.engagypsa-pbivisual-mapapolski","engagypsa1704718425965.engagypsa-pbivisual-mapapolski","1","Mapa Polski - Województwa, Powiaty, Gminy","Engagy P.S.A.","engagypsa1704718425965","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3",,"0",,"False","True",,"False",,,,"None",,"System.Object[]",,"0","0","3","System.Object[]",,"False","11","0.879","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=engagypsa1704718425965.engagypsa-pbivisual-mapapolski; CreatedAt=3/20/2025 5:39:24 AM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0H7B0","https://customvisualspackages.powerbi.com/publishedpackages/mapaPolskiA12813C4C2644AB0BA1ACE53612EE884.1.0.0.2.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/mapaPolskiA12813C4C2644AB0BA1ACE53612EE884.1.0.0.2.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","18874368","False","https://store-images.s-microsoft.com/image/apps.63443.01b00c38-a590-4ec6-aebe-df00a08bb832.1ec02863-10ce-4cbf-8a56-f9a5ac98376a.bc67d795-ffc3-402c-af23-c9abbaf032e8","Polska w Twoich Rękach: aktualna Mapa Polski z podziałem na województwa powiaty i gminy!",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"officesolution1640276900203.bar-chart-with-export-data-feature","officesolution1640276900203.bar-chart-with-export-data-feature","1","Bar Chart with Export Data Feature","Office Solution","officesolution1640276900203","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"False","True",,"False",,,,"None",,,,"5","11","3","System.Object[]",,"False","11","0.877","@{TotalRatings=11; AverageRating=5; StarsDistribution=; Source=AppSource; OfferId=officesolution1640276900203.bar-chart-with-export-data-feature; CreatedAt=8/19/2023 5:11:41 PM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0F9QK","https://customvisualspackages.powerbi.com/publishedpackages/BarChartwithExportDataFeature.1.0.0.2.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/BarChartwithExportDataFeature.1.0.0.2.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","4259840","False","https://store-images.s-microsoft.com/image/apps.3144.8a699305-4c20-4068-929a-bfc02f1e16da.692e078d-ad2c-478b-a044-7154b390a4bb.a044e2b8-6e9d-4bdc-b98d-0039fe8df5f6","Bar Chart with Export Data Feature",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"WA200002068","wa200002068","1","process.science Process Mining","process.science GmbH & Co. KG","processsciencegmbhcokg1590595423984","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"4.25","12","3","System.Object[]",,"False","11","0.877","@{TotalRatings=12; AverageRating=4.25; StarsDistribution=; Source=AppSource; OfferId=WA200002068; CreatedAt=5/9/2021 2:11:44 PM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0B0PT","https://customvisualspackages.powerbi.com/publishedpackages/psProcessAnalyzerFree.2.1.0.6.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/psProcessAnalyzerFree.2.1.0.6.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","2621440","False","https://store-images.s-microsoft.com/image/apps.50392.883ea475-4874-41d0-af26-c608c2599b81.cdb33ea8-0bd1-4fbb-a109-ceb3d4acf3c0.72895ecb-0c80-4dd8-95b6-6df33132d54f","Experience Process Mining in Power BI with process.science. Visualize, understand, optimize.  ",,"https://www.process-science.com/appsource/license","False"
"jinett.jviz-gantt-chart","jinett.jviz-gantt-chart","1","JVIZ Gantt Chart","JINETT Inc.","jinett","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3",,"0",,"False","True",,"False",,,,"None",,"System.Object[]",,"0","0","3","System.Object[]",,"False","11","0.877","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=jinett.jviz-gantt-chart; CreatedAt=3/20/2025 5:39:24 AM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0FHVJ","https://customvisualspackages.powerbi.com/publishedpackages/ganttA5AD7B4D800549099E9DA8A15E9BC102.1.0.0.2.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/ganttA5AD7B4D800549099E9DA8A15E9BC102.1.0.0.2.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","196608","False","https://store-images.s-microsoft.com/image/apps.37117.d3f87fe7-67fe-4eb9-a3af-5c8fced142b8.bc45ab40-1218-4a1c-8400-c01c16e95783.11775ad4-486b-4b26-9c97-ff94d7f0ac66","Stay in control of your project portfolio and organize tasks into an engaging presentation. ",,"https://www.jinett.com/eula","False"
"mscrm.d365_business_performance_planning_reporting","mscrm.d365_business_performance_planning_reporting","1","Reporting - Dynamics 365 Finance business performance planning","Microsoft Dynamics 365","mscrm","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0.877","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=mscrm.d365_business_performance_planning_reporting; CreatedAt=3/20/2025 5:39:24 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0GLTP","https://customvisualspackages.powerbi.com/publishedpackages/msdynxPnAReportingDev_c95947939075419987e99768a4090001.1.11.2994.1.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/msdynxPnAReportingDev_c95947939075419987e99768a4090001.1.11.2994.1.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","37748736","False","https://store-images.s-microsoft.com/image/apps.9364.e0d55caf-9ab6-4925-aa6c-0c26d37ed648.e0889b05-1e3a-4653-b4dc-8f6d309132ce.4ae3c7fb-66cd-499d-b232-7f029be47feb","Design financial reports such as cash flow, income statement, balance sheet and more.",,"https://go.microsoft.com/fwlink/?linkid=2255568","False"
"engagypsa1704718425965.engagypsa-pbivisual-workstream","engagypsa1704718425965.engagypsa-pbivisual-workstream","1","Workstream","Engagy P.S.A.","engagypsa1704718425965","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3",,"0",,"False","True",,"False",,,,"None",,"System.Object[]",,"0","0","3","System.Object[]",,"False","11","0.877","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=engagypsa1704718425965.engagypsa-pbivisual-workstream; CreatedAt=3/20/2025 5:39:24 AM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0H7DT","https://customvisualspackages.powerbi.com/publishedpackages/workstreamsVisualA8DFACC582404D8F838EB5CEACCB725D.1.0.0.5.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/workstreamsVisualA8DFACC582404D8F838EB5CEACCB725D.1.0.0.5.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","2621440","False","https://store-images.s-microsoft.com/image/apps.42578.ee32ee13-de3e-4cfe-b14f-bf88d5ef6a81.73f50858-6a3b-4805-9882-c4f9747807be.14d5e1a4-b125-4fdf-8f3f-7e48c415dc0c","Workstream: Hierarchical Visualization for Microsoft Power BI ",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"WA200000767","wa200000767","1","Drill Down Waterfall PRO (Filter) by ZoomCharts","ZoomCharts","zoomcharts622107102","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"4.833","12","3","System.Object[]",,"False","11","0.876","@{TotalRatings=12; AverageRating=4.833; StarsDistribution=; Source=AppSource; OfferId=WA200000767; CreatedAt=5/9/2021 1:37:54 PM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0B40S","https://customvisualspackages.powerbi.com/publishedpackages/ZoomChartsAdvancedWaterfallE77E4ED357DC402ABA005987437CF900.1.12.32.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/ZoomChartsAdvancedWaterfallE77E4ED357DC402ABA005987437CF900.1.12.32.0.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","1048576","False","https://store-images.s-microsoft.com/image/apps.22284.16c84c44-b736-4f4c-8e57-ac8372cc8bc7.3851b94c-95ae-4f76-a629-aca84f9af762.ce3b0782-7757-4265-ba5f-7019262f061a","Control column sequence, add subtotals and drill down into each category.",,"https://zoomcharts.com/en/legal-pbi/","False"
"WA200001420","wa200001420","1","Comicgen","Gramener","gramener938660680","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","15","0",,"False","True",,"False",,,,"None",,"System.Object[]",,"4","4","3","System.Object[]",,"False","11","0.876","@{TotalRatings=4; AverageRating=4; StarsDistribution=; Source=AppSource; OfferId=WA200001420; CreatedAt=5/9/2021 3:07:13 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B0T8","https://customvisualspackages.powerbi.com/publishedpackages/comicgen1058F16C30B888F41E2AE146D059FD5ACEE.2.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/comicgen1058F16C30B888F41E2AE146D059FD5ACEE.2.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","6291456","False","https://store-images.s-microsoft.com/image/apps.44041.b1e45ffa-ae56-4421-b17a-54a42b18dae5.1de63960-bdd4-440e-bed1-9896345cdca0.1e63bd33-d21c-46e6-8c86-463f8a91585b","Comicgen adds comic characters whose emotion, pose, angle, etc can be controlled by data.",,"https://gramener.com/comicgen/eula.pdf","False"
"WA104380760","wa104380760","1","Dot Plot","Microsoft Corporation","powerbivisuals","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","14","0",,"False","True",,"False",,,,"None",,"System.Object[]",,"3.4","5","3","System.Object[]",,"False","11","0.876","@{TotalRatings=5; AverageRating=3.4; StarsDistribution=; Source=AppSource; OfferId=WA104380760; CreatedAt=5/9/2021 1:19:11 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z09N3W","https://customvisualspackages.powerbi.com/publishedpackages/DotPlot1442374105856.2.0.1.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/DotPlot1442374105856.2.0.1.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.21151.7c6611d9-064c-493a-afd3-c9fc84390418.549f186e-9722-4aed-a0a6-7022cb3d5243.a265ba99-c139-4085-8b3f-89321497f7ee","Show the distribution of frequencies in a great looking way",,"https://go.microsoft.com/fwlink/?linkid=2300138","False"
"creativedataeuropesl1660024750400.writebackgrid","creativedataeuropesl1660024750400.writebackgrid","1","Writeback Grid","Creative Data","creativedataeuropesl1660024750400","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"False","True",,"False",,,,"None",,,,"5","10","3","System.Object[]",,"False","11","0.875","@{TotalRatings=10; AverageRating=5; StarsDistribution=; Source=AppSource; OfferId=creativedataeuropesl1660024750400.writebackgrid; CreatedAt=7/13/2023 9:11:03 PM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0KGJN","https://customvisualspackages.powerbi.com/publishedpackages/WritebackGridCB53C00E8C1446A1B7BFC56530280A14.1.0.2.4.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/WritebackGridCB53C00E8C1446A1B7BFC56530280A14.1.0.2.4.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.36160.9683a5d2-7897-4891-b69d-9dfb8de1f7b4.043730af-18e3-432f-802e-5bbac04bd2d0.a5fb766c-4569-4f64-b536-078665c2e133","Unlocks advanced data editing and seamless writeback using an intuitive grid visual",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"WA104380996","wa104380996","1","KPI Column by MAQ Software","MAQ LLC","maqsoftware1587623472284","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","14","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"3.642857142857143","14","3","System.Object[]",,"False","11","0.875","@{TotalRatings=14; AverageRating=3.64285714285714; StarsDistribution=; Source=AppSource; OfferId=WA104380996; CreatedAt=5/9/2021 2:31:27 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B0VJ","https://customvisualspackages.powerbi.com/publishedpackages/KPIColumn1823AB39DB23410928ADF752BCB2A457.4.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/KPIColumn1823AB39DB23410928ADF752BCB2A457.4.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","4194304","False","https://store-images.s-microsoft.com/image/apps.45412.682d421b-9471-4b1b-aed3-879a1cfaa1d5.6bd6cef7-ec3b-4c42-8d95-c2d002c2fefd.6516edbc-253c-4178-bad8-08c04444fba5","Measure your progress toward key performance indicators (KPIs) with integrated line and column chart",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"aimplanab1657007728164.aimplan-03","aimplanab1657007728164.aimplan-03","1","Aimplan Comment Visual","Aimplan AB","aimplanab1657007728164","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,,,"0","0","3","System.Object[]",,"False","11","0.875","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=aimplanab1657007728164.aimplan-03; CreatedAt=3/20/2025 5:39:24 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0GRCN","https://customvisualspackages.powerbi.com/publishedpackages/commentD8B2CC58A03D4C10843F3EBE27E08923.24.4.9.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/commentD8B2CC58A03D4C10843F3EBE27E08923.24.4.9.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","41943040","False","https://store-images.s-microsoft.com/image/apps.32933.3853854f-3e9e-4c8c-b14a-55c9118a1c1c.f8f8ae29-ce56-4882-9d2f-c2d9de0127b3.3c5e6baa-fd19-469f-a302-741ddd01106a","Extend Power BI with Rich Text Commenting",,"https://www.aimplan.com/terms-and-conditions","False"
"yavdaanalyticspvtltd1628223732998.lollipopbarchartstd","yavdaanalyticspvtltd1628223732998.lollipopbarchartstd","1","Lollipop Bar Chart (Standard)","PBIVizEdit.com","yavdaanalyticspvtltd1628223732998","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","15","0",,"True","True",,"False",,,,"None",,,,"4.5","2","3","System.Object[]",,"False","11","0.874","@{TotalRatings=2; AverageRating=4.5; StarsDistribution=; Source=AppSource; OfferId=yavdaanalyticspvtltd1628223732998.lollipopbarchartstd; CreatedAt=12/14/2022 3:12:26 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0KBBZ","https://customvisualspackages.powerbi.com/publishedpackages/lollipopbar3906E14BA17BC92E464868265E6264D9.5.3.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/lollipopbar3906E14BA17BC92E464868265E6264D9.5.3.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","268500992","False","https://store-images.s-microsoft.com/image/apps.11406.3474a1a0-1d93-442e-bc9e-c5cd22a24891.4e51e430-e4f2-4872-a7d3-b6f0f7210fd1.e1b3893a-d1d5-4976-911f-bbeb02514a57","A clearer visualization than bar charts for large number of categories",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"WA200002209","wa200002209","1","Global Launch Estimates","TheraTraq","theratraq","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1",,"0",,"False","True",,"False",,,,"None",,"System.Object[]",,"0","0","3","System.Object[]",,"False","11","0.874","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; OfferId=WA200002209; CreatedAt=5/9/2021 2:41:06 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B0TF","https://customvisualspackages.powerbi.com/publishedpackages/globalLaunchEstimatesC8C997C958BD4E22BB25D5639F3366A1.1.0.6.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/globalLaunchEstimatesC8C997C958BD4E22BB25D5639F3366A1.1.0.6.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","16777216","False","https://store-images.s-microsoft.com/image/apps.46467.1739bcd3-7355-431d-b784-c9b90ab2d81d.c9617329-9684-4590-9ec6-017275501abb.fa0be56a-0c75-469f-8db9-a5e419b453b4","Visualize your locations in the Map view highlighted based on the associated year.

",,"https://sharepointwebpartassets.blob.core.windows.net/$web/EULA.pdf","False"
"WA104381371","wa104381371","1","Acterys Matrix Light","Managility","managility","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","15","0",,"True","True",,"False",,,,"None",,,,"4.25","16","3","System.Object[]",,"False","11","0.873","@{TotalRatings=16; AverageRating=4.25; StarsDistribution=; Source=AppSource; OfferId=WA104381371; CreatedAt=5/9/2021 3:01:37 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B423","https://customvisualspackages.powerbi.com/publishedpackages/PBI_CV_32852E50B30D4D70ACC1C55C87F71ED0.1.0.2.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/PBI_CV_32852E50B30D4D70ACC1C55C87F71ED0.1.0.2.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","1048576","False","https://store-images.s-microsoft.com/image/apps.35135.af923fa6-d694-482a-a90f-b59a1e0b9104.04f5fd60-acd7-4149-9d2b-050a061792d7.83a59ef2-c6e2-4a6a-8be8-1f6445e0516f","Flexible matrix reporting with selective drill down and filtering.",,"https://pinpointprod.blob.core.windows.net/marketing/Partner_21474847638/Product_42949681640/Asset_a147583b-1b3c-477c-9727-5d3c6dad04cf/VisualEULA.docx","False"
"xviz.valq_plan","xviz.valq_plan","1","ValQ-Plan","xViz LLC","xviz","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3",,"0",,"True","True",,"False",,,,"None",,"System.Object[]",,"0","0","3","System.Object[]",,"False","11","0.873","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=xviz.valq_plan; CreatedAt=3/20/2025 5:39:24 AM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0GN1K","https://customvisualspackages.powerbi.com/publishedpackages/valqPlanPremiumVE46830E3931A4F4B9D3BBBCDAD02EFD1.3.7.2.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/valqPlanPremiumVE46830E3931A4F4B9D3BBBCDAD02EFD1.3.7.2.0.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","269484032","False","https://store-images.s-microsoft.com/image/apps.57522.bcb29b49-b07e-445e-b472-fff212ea7be1.ff3c6c9f-072d-4b3b-b3ae-c29191bb306c.3ab00470-a448-48f8-905a-ccaf7a173fa0","ValQ for planning, budgeting, forecasting, what-if simulations, scenario analysis and reporting",,"https://valq.com/wp-content/uploads/valq-software-license-and-support-agreement.pdf","False"
"officesolution1640276900203.dot-plot-chart-by-office-solution","officesolution1640276900203.dot-plot-chart-by-office-solution","1","Dot Plot Chart by Office Solution","Office Solution","officesolution1640276900203","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3",,"0",,"False","True",,"False",,,,"None",,"System.Object[]",,"0","0","3","System.Object[]",,"False","11","0.873","@{TotalRatings=0; AverageRating=0; StarsDistribution=; Source=AppSource; ExternalOfferReference=; OfferId=officesolution1640276900203.dot-plot-chart-by-office-solution; CreatedAt=3/20/2025 5:27:48 AM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0LFDH","https://customvisualspackages.powerbi.com/publishedpackages/DotPlotChartByOfficeSolution.1.0.1.1.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/DotPlotChartByOfficeSolution.1.0.1.1.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","4259840","False","https://store-images.s-microsoft.com/image/apps.55397.788fb978-ef49-4042-bee2-2d60ef9a84fc.698020d0-b63f-4b9f-bead-7ab95f516149.d0de2b66-9cb7-4d35-8069-f331f1fa8a07","Dot plot chart by office solution",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"WA200002448","wa200002448","1","Animated Image and Bubble Chart","INOVISTA LIMITED","inovistalimited1627439160378","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","15","0",,"False","True",,"False",,,,"None",,,,"4.5","2","3","System.Object[]",,"False","11","0.872","@{TotalRatings=2; AverageRating=4.5; StarsDistribution=; Source=AppSource; OfferId=WA200002448; CreatedAt=5/4/2021 2:36:00 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B0X8","https://customvisualspackages.powerbi.com/publishedpackages/AnimImageChart5E0D9DE3474D954378960E4FBF598986.1.0.2.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/AnimImageChart5E0D9DE3474D954378960E4FBF598986.1.0.2.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","270532608","False","https://store-images.s-microsoft.com/image/apps.60740.93ef34b4-8a83-4965-928d-751df05053e2.eb13bd6e-7d21-4e16-a3dc-78bd72647265.501f97e7-ac34-481c-9956-2590ece5d1b7","An animated bubble chart that can also use images. The animation can be paused and restarted.",,"https://inovista.com/animatorFiles/eula/InovistaPowerBITermsOfService.pdf","False"
"janpieterposthuma1781555020.eventviewer","janpieterposthuma1781555020.eventviewer","1","Event Viewer","DataScenarios","janpieterposthuma1781555020","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","14","0",,"False","True",,"False",,,,"None",,"System.Object[]",,"3.5","2","3","System.Object[]",,"False","11","0.872","@{TotalRatings=2; AverageRating=3.5; StarsDistribution=; Source=AppSource; OfferId=janpieterposthuma1781555020.eventviewer; CreatedAt=9/29/2022 9:02:58 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B888","https://customvisualspackages.powerbi.com/publishedpackages/eventViewer0D4E4EFE0AEC4A0A9CB3C14B04685C64.1.2.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/eventViewer0D4E4EFE0AEC4A0A9CB3C14B04685C64.1.2.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","268435456","False","https://store-images.s-microsoft.com/image/apps.23418.5bf7695c-4ceb-4857-8311-63ded4ba581b.916d3fce-912c-47aa-a991-890b446a3c34.273c73b7-7e30-492b-b8e6-3ec591764d97","The Event Viewer chart visualizes device events over time. Ideal for IoT devices that report states.",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
